피부염_lag3,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
274.0,0.0243,0.0501,0.28,0.0033,46.0,24.0
514.0,0.0224,0.0568,0.44,0.0034,54.0,24.0
363.0,0.0134,0.0656,0.44,0.0031,46.0,23.0
427.0,0.0147,0.0624,0.46,0.0037,46.0,23.0
732.0,0.0208,0.0535,0.46,0.0035,45.0,26.0
514.0,0.0204,0.0581,0.41,0.0034,45.0,27.0
286.0,0.0323,0.0452,0.45,0.0054,46.0,24.0
517.0,0.033,0.0356,0.53,0.0049,68.0,37.0
535.0,0.0245,0.0392,0.37,0.0046,54.0,26.0
488.0,0.0263,0.0432,0.47,0.0044,45.0,30.0
608.0,0.027,0.051,0.46,0.0041,47.0,29.0
790.0,0.0301,0.0371,0.47,0.0034,51.0,30.0
512.0,0.0351,0.0321,0.48,0.004,57.0,36.0
733.0,0.0339,0.0508,0.5,0.0052,51.0,29.0
450.0,0.0444,0.0323,0.58,0.0042,61.0,35.0
407.0,0.0289,0.0402,0.52,0.0048,52.0,37.0
713.0,0.031,0.049,0.52,0.0048,52.0,29.0
651.0,0.032,0.046,0.48,0.006,46.0,33.0
333.0,0.0311,0.0474,0.46,0.0042,51.0,28.0
315.0,0.0243,0.05,0.41,0.0034,52.0,29.0
515.0,0.0289,0.0439,0.53,0.004,49.0,33.0
548.0,0.0206,0.0521,0.47,0.0037,47.0,27.0
467.0,0.0192,0.0536,0.51,0.0032,47.0,27.0
497.0,0.0316,0.0458,0.53,0.0039,58.0,30.0
156.0,0.0279,0.0497,0.48,0.0038,51.0,32.0
267.0,0.0296,0.05,0.54,0.005,56.0,34.0
167.0,0.0324,0.0406,0.34,0.0036,51.0,30.0
439.0,0.0301,0.0491,0.56,0.005,51.0,28.0
323.0,0.0328,0.0481,0.54,0.0052,54.0,32.0
550.0,0.0428,0.028,0.61,0.0052,53.0,36.0
322.0,0.0185,0.0457,0.39,0.0044,51.0,28.0
209.0,0.0176,0.0488,0.38,0.0036,39.0,23.0
337.0,0.0154,0.055,0.41,0.0041,46.0,25.0
384.0,0.0112,0.0452,0.31,0.0036,41.0,23.0
328.0,0.0141,0.0492,0.39,0.004,36.0,23.0
435.0,0.014,0.0586,0.35,0.0033,37.0,24.0
550.0,0.0156,0.043,0.35,0.0026,38.0,23.0
349.0,0.0179,0.0453,0.37,0.0035,55.0,35.0
433.0,0.0183,0.0555,0.37,0.0037,40.0,23.0
284.0,0.0186,0.0536,0.41,0.003,42.0,23.0
329.0,0.0143,0.0513,0.4,0.0036,40.0,26.0
465.0,0.0171,0.0547,0.43,0.0037,45.0,26.0
91.0,0.018,0.0499,0.4,0.0036,39.0,29.0
117.0,0.0156,0.0554,0.34,0.003,38.0,22.0
165.0,0.0123,0.0519,0.36,0.002,39.0,23.0
347.0,0.0143,0.0564,0.42,0.0033,39.0,21.0
286.0,0.0154,0.0526,0.4,0.0032,37.0,27.0
242.0,0.0163,0.0557,0.42,0.0037,41.0,25.0
362.0,0.0176,0.0474,0.3,0.0029,37.0,23.0
218.0,0.0138,0.056,0.4,0.0035,39.0,24.0
184.0,0.0078,0.0545,0.3,0.0029,36.0,21.0
440.0,0.0169,0.051,0.39,0.0024,38.0,21.0
372.0,0.0096,0.0586,0.38,0.0024,34.0,20.0
9.0,0.0106,0.0562,0.43,0.003,34.0,20.0
19.0,0.0147,0.0531,0.38,0.0029,34.0,22.0
11.0,0.0151,0.0533,0.35,0.0026,37.0,23.0
5.0,0.0139,0.0459,0.37,0.0038,25.0,16.0
14.0,0.0155,0.0485,0.37,0.0041,29.0,15.0
11.0,0.011,0.0397,0.29,0.0038,22.0,12.0
23.0,0.0123,0.0437,0.35,0.0036,23.0,14.0
34.0,0.0152,0.0453,0.35,0.0032,25.0,12.0
43.0,0.021,0.0376,0.44,0.0029,29.0,17.0
10.0,0.0125,0.0446,0.29,0.0032,23.0,11.0
12.0,0.0153,0.0511,0.33,0.0035,23.0,12.0
11.0,0.015,0.0503,0.36,0.0027,26.0,13.0
6.0,0.0158,0.0456,0.36,0.0036,24.0,16.0
30.0,0.0123,0.0511,0.3,0.0029,21.0,13.0
52.0,0.0112,0.0385,0.29,0.0026,21.0,13.0
2.0,0.0066,0.0519,0.26,0.0031,18.0,8.0
2.0,0.0116,0.0514,0.34,0.0029,23.0,14.0
14.0,0.0086,0.0391,0.26,0.0017,12.0,5.0
7.0,0.0114,0.0536,0.35,0.0032,20.0,10.0
13.0,0.014,0.0486,0.33,0.0029,18.0,12.0
34.0,0.0139,0.0506,0.3,0.0027,23.0,12.0
17.0,0.0148,0.0453,0.36968151147098516,0.0029,22.0,13.0
6.0,0.0137,0.052,0.37,0.0034,24.0,15.0
10.0,0.0123,0.0512,0.29,0.0027,22.0,14.0
37.0,0.0149,0.0481,0.33,0.0026,22.0,11.0
424.0,0.008,0.0549,0.35,0.0023,21.0,11.0
590.0,0.0089,0.0517,0.36,0.003,19.0,11.0
816.0,0.0114,0.0525,0.35,0.0033,23.0,13.0
579.0,0.0169,0.0537,0.43,0.0035,34.0,20.0
543.0,0.0212,0.054,0.44,0.0032,35.0,21.0
493.0,0.0207,0.0598,0.49,0.0034,41.0,21.0
857.0,0.0165,0.0474,0.34,0.0032,39.0,18.0
557.0,0.0241,0.0517,0.41,0.003,35.0,18.0
783.0,0.0186,0.0588,0.43,0.0036,34.0,22.0
958.0,0.0233,0.0563,0.47,0.0033,39.0,21.0
672.0,0.0249,0.0395,0.35,0.0029,42.0,17.0
641.0,0.0233,0.0545,0.38,0.0032,35.0,20.0
449.0,0.0421,0.0349,0.44,0.0032,41.0,23.0
792.0,0.019,0.0588,0.36,0.003,35.0,19.0
198.0,0.0184,0.0452,0.35,0.0026,34.0,21.0
168.0,0.01,0.06,0.3,0.0027,33.0,16.0
269.0,0.0178,0.0565,0.41,0.0029,35.0,22.0
503.0,0.0186,0.0591,0.43,0.0032,34.0,17.0
558.0,0.0214,0.0538,0.4,0.0031,31.0,21.0
833.0,0.0217,0.0555,0.43,0.0033,39.0,25.0
675.0,0.0208,0.0551,0.35,0.003,35.0,20.0
612.0,0.0201,0.0478,0.36968151147098516,0.0027,35.0,20.0
395.0,0.0153,0.0605,0.39,0.0021,36.0,19.0
372.0,0.0179,0.0559,0.35,0.0025,34.0,21.0
562.0,0.0206,0.0536,0.39,0.0026,39.0,20.0
705.0,0.0133,0.0641,0.4,0.0024,36.0,20.0
463.0,0.0138,0.0594,0.47,0.0031,33.0,18.0
268.0,0.0181,0.0572,0.4,0.0034,36.0,21.0
416.0,0.0156,0.0876,0.47,0.0035,61.0,32.0
475.0,0.008,0.064,0.3,0.003,44.0,27.0
433.0,0.018,0.0722,0.47,0.0036,54.0,31.0
624.0,0.0205,0.072,0.46,0.0033,52.0,27.0
761.0,0.0146,0.0811,0.43,0.0032,52.0,29.0
487.0,0.0217,0.0642,0.44,0.0033,65.0,32.0
417.0,0.0224,0.0721,0.47,0.0038,53.0,29.0
636.0,0.041,0.058,0.55,0.0035,60.0,34.0
404.0,0.0185,0.0576,0.46,0.003,53.0,30.0
381.0,0.016,0.0778,0.48,0.0034,52.0,32.0
761.0,0.0189,0.0804,0.52,0.0037,62.0,32.0
167.0,0.0166,0.0803,0.48,0.0037,52.0,34.0
221.0,0.0091,0.0812,0.4,0.003,55.0,28.0
392.0,0.0161,0.0806,0.54,0.0023,60.0,32.0
410.0,0.0254,0.069,0.48,0.0035,50.0,33.0
438.0,0.0208,0.0755,0.49,0.0037,59.0,37.0
148.0,0.0214,0.0728,0.43,0.0033,53.0,29.0
486.0,0.0221,0.0613,0.36968151147098516,0.0027,55.0,30.0
318.0,0.0189,0.0748,0.49,0.0038,58.0,33.0
300.0,0.02,0.0768,0.51,0.0036,54.0,27.0
588.0,0.0216,0.0699,0.48,0.0028,62.0,31.0
502.0,0.0144,0.0834,0.48,0.0028,58.0,32.0
430.0,0.0143,0.0775,0.65,0.0034,56.0,30.0
585.0,0.0193,0.0753,0.48,0.0033,55.0,35.0
372.0,0.0199,0.0706,0.45,0.0029,53.0,33.0
248.0,0.0097,0.0437,0.34,0.0029,29.0,14.0
336.0,0.0093,0.0522,0.34,0.0028,34.0,13.0
554.0,0.0068,0.0429,0.29,0.0031,31.0,10.0
329.0,0.0111,0.0421,0.37,0.0033,34.0,15.0
489.0,0.0096,0.0502,0.36,0.003,32.0,10.0
589.0,0.0111,0.0446,0.41,0.0033,41.0,15.0
322.0,0.0155,0.0435,0.31,0.0031,61.0,14.0
485.0,0.017,0.0439,0.36,0.0034,33.0,15.0
321.0,0.0257,0.0452,0.41,0.0031,45.0,18.0
471.0,0.0102,0.0432,0.33,0.003,31.0,14.0
491.0,0.0112,0.0444,0.33,0.0029,30.0,15.0
135.0,0.006,0.0493,0.31,0.0027,31.0,11.0
115.0,0.0155,0.0347,0.34,0.0027,38.0,16.0
188.0,0.0129,0.0465,0.35,0.0028,32.0,16.0
297.0,0.012,0.0447,0.38,0.0031,32.0,12.0
382.0,0.0162,0.0408,0.36,0.0029,29.0,16.0
600.0,0.0135,0.0443,0.38,0.0033,37.0,19.0
446.0,0.017,0.042,0.33,0.0029,34.0,14.0
441.0,0.016,0.0416,0.36968151147098516,0.0023,38.0,14.0
297.0,0.0098,0.0484,0.46,0.0019,33.0,13.0
252.0,0.0147,0.0427,0.33,0.0025,33.0,16.0
371.0,0.0137,0.0458,0.37,0.0026,39.0,14.0
376.0,0.0092,0.0486,0.35,0.0024,32.0,15.0
594.0,0.0105,0.0451,0.62,0.0032,32.0,13.0
404.0,0.0107,0.0456,0.36,0.0034,38.0,15.0
257.0,0.0148,0.0312,0.37,0.0028,34.0,19.0
351.0,0.016,0.0352,0.4,0.0026,40.0,20.0
558.0,0.009,0.0319,0.28,0.0027,33.0,15.0
370.0,0.0112,0.0285,0.35,0.0027,32.0,18.0
478.0,0.0187,0.027,0.37,0.0026,34.0,17.0
589.0,0.013,0.0266,0.36,0.0028,39.0,20.0
329.0,0.0171,0.0323,0.29,0.0028,32.0,18.0
385.0,0.0161,0.0324,0.3,0.003,33.0,17.0
334.0,0.0212,0.0222,0.35,0.0023,38.0,21.0
416.0,0.0128,0.0336,0.36,0.0026,33.0,20.0
518.0,0.0127,0.0347,0.29,0.0024,34.0,20.0
138.0,0.0085,0.0398,0.35,0.0023,28.0,14.0
135.0,0.0108,0.0268,0.29,0.0024,34.0,18.0
190.0,0.0108,0.0392,0.32,0.0025,34.0,19.0
340.0,0.0123,0.0339,0.37,0.0027,32.0,15.0
365.0,0.0157,0.0324,0.35,0.0026,31.0,19.0
627.0,0.0142,0.0329,0.36,0.0028,35.0,21.0
409.0,0.0135,0.0327,0.29,0.0028,32.0,18.0
402.0,0.0146,0.034,0.36968151147098516,0.002,33.0,17.0
276.0,0.0078,0.0295,0.5,0.0016,31.0,18.0
272.0,0.014,0.0212,0.28,0.0021,34.0,17.0
432.0,0.0146,0.0377,0.35,0.0021,34.0,17.0
