날짜,시군구명,발생건수(건),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2023-05-01,종로구,1583,0.0123,0.045,0.38,0.0026,41.0,16.0
2023-05-01,중구,1540,0.0146,0.0428,0.35,0.0028,36.0,15.0
2023-05-01,용산구,2511,0.0155,0.0444,0.39,0.003,43.0,18.0
2023-05-01,성동구,4290,0.0158,0.0431,0.31,0.0023,41.0,15.0
2023-05-01,광진구,4759,0.0152,0.04,0.29,0.0024,41.0,15.0
2023-05-01,동대문구,4249,0.0126,0.0446,0.36,0.003,43.0,16.0
2023-05-01,중랑구,4697,0.0145,0.0419,0.33,0.0022,41.0,17.0
2023-05-01,성북구,6141,0.015,0.0413,0.36,0.0024,48.0,17.0
2023-05-01,강북구,3433,0.0094,0.0443,0.38,0.0022,41.0,14.0
2023-05-01,도봉구,3721,0.0098,0.036,0.36968151147098516,0.0031,53.0,23.0
2023-05-01,노원구,7071,0.014,0.0393,0.39,0.0026,41.0,18.0
2023-05-01,은평구,6513,0.0087,0.0427,0.46,0.0023,44.0,20.0
2023-05-01,서대문구,4008,0.0074,0.0449,0.3,0.0032,42.0,15.0
2023-05-01,마포구,4883,0.0158,0.0414,0.36,0.0027,37.0,18.0
2023-05-01,양천구,5790,0.0156,0.0364,0.38,0.0028,40.0,15.0
2023-05-01,강서구,7770,0.0153,0.0434,0.36,0.0026,47.0,16.0
2023-05-01,구로구,5895,0.0126,0.0355,0.3,0.0029,46.0,18.0
2023-05-01,금천구,3093,0.0118,0.0408,0.37,0.0029,38.0,17.0
2023-05-01,영등포구,5828,0.016,0.0394,0.34,0.0026,37.0,12.0
2023-05-01,동작구,5092,0.0124,0.0464,0.3,0.0023,38.0,15.0
2023-05-01,관악구,5818,0.0105,0.03826241134751773,0.45,0.0021,72.0,25.0
2023-05-01,서초구,5927,0.0124,0.0377,0.33,0.002,41.0,17.0
2023-05-01,강남구,7487,0.0161,0.0444,0.32,0.003,40.0,16.0
2023-05-01,송파구,10268,0.0163,0.0436,0.37,0.0023,44.0,17.0
2023-05-01,강동구,7428,0.0139,0.0365,0.31,0.0024,42.0,16.0
2023-05-02,종로구,1580,0.0263,0.0374,0.48,0.0031,28.0,11.0
2023-05-02,중구,1652,0.0283,0.0356,0.39,0.003,26.0,12.0
2023-05-02,용산구,2676,0.0297,0.0346,0.43,0.0034,34.0,16.0
2023-05-02,성동구,3845,0.0284,0.0347,0.35,0.003,31.0,11.0
2023-05-02,광진구,4121,0.0242,0.0342,0.27,0.0026,29.0,11.0
2023-05-02,동대문구,4150,0.0245,0.0386,0.4,0.0032,31.0,11.0
2023-05-02,중랑구,4843,0.0215,0.0384,0.33,0.0025,28.0,13.0
2023-05-02,성북구,5656,0.0268,0.0349,0.4,0.0026,31.0,10.0
2023-05-02,강북구,3423,0.0147,0.0465,0.39,0.0024,29.0,10.0
2023-05-02,도봉구,3475,0.0168,0.0439,0.45,0.0027,25.0,11.0
2023-05-02,노원구,6256,0.0233,0.0384,0.4,0.003,29.0,14.0
2023-05-02,은평구,6134,0.0146,0.046,0.41,0.0025,29.0,10.0
2023-05-02,서대문구,4124,0.009,0.032,0.35,0.004,17.0,7.0
2023-05-02,마포구,4889,0.0272,0.0375,0.41,0.0032,29.0,14.0
2023-05-02,양천구,6117,0.0281,0.0317,0.43,0.003,31.0,13.0
2023-05-02,강서구,7296,0.0273,0.0394,0.43,0.0027,37.0,12.0
2023-05-02,구로구,5702,0.0303,0.0136,0.38,0.003,33.0,12.0
2023-05-02,금천구,3136,0.0196,0.0378,0.41,0.0032,26.0,13.0
2023-05-02,영등포구,5500,0.0334,0.0314,0.41,0.0029,31.0,10.0
2023-05-02,동작구,4804,0.0267,0.0362,0.37,0.0028,29.0,12.0
2023-05-02,관악구,5706,0.031,0.03826241134751773,0.47,0.0033,33.0,15.0
2023-05-02,서초구,5622,0.0365,0.0103,0.41,0.0021,34.0,12.0
2023-05-02,강남구,7080,0.0325,0.018,0.36,0.0031,28.0,12.0
2023-05-02,송파구,9761,0.0392,0.0218,0.44,0.0027,35.0,15.0
2023-05-02,강동구,6563,0.0241,0.0303,0.33,0.0026,30.0,14.0
2023-05-03,종로구,1240,0.0234,0.0422,0.49,0.0035,38.0,16.0
2023-05-03,중구,1230,0.0244,0.0423,0.4,0.0033,32.0,17.0
2023-05-03,용산구,2270,0.0267,0.0416,0.44,0.0039,43.0,20.0
2023-05-03,성동구,3054,0.0261,0.0385,0.36,0.0033,38.0,17.0
2023-05-03,광진구,3530,0.0225,0.0394,0.26,0.0029,37.0,15.0
2023-05-03,동대문구,3377,0.0245,0.0417,0.41,0.0037,41.0,16.0
2023-05-03,중랑구,3933,0.0191,0.0456,0.33,0.0028,36.0,17.0
2023-05-03,성북구,4834,0.0236,0.0413,0.39,0.0029,41.0,16.0
2023-05-03,강북구,2812,0.018,0.0434,0.41,0.0026,33.0,15.0
2023-05-03,도봉구,2814,0.0157,0.0469,0.56,0.0032,36.0,16.0
2023-05-03,노원구,5300,0.0189,0.0464,0.38,0.0033,36.0,18.0
2023-05-03,은평구,5015,0.0132,0.0444,0.5,0.0025,36.0,14.0
2023-05-03,서대문구,3362,0.0107,0.0483,0.34,0.0034,35.0,12.0
2023-05-03,마포구,4095,0.0275,0.0385,0.45,0.0037,41.0,20.0
2023-05-03,양천구,4792,0.0275,0.0347,0.46,0.0036,41.0,18.0
2023-05-03,강서구,6148,0.0519,0.0077,0.59,0.003,49.0,20.0
2023-05-03,구로구,4613,0.0217,0.035,0.35,0.0035,41.0,15.0
2023-05-03,금천구,2504,0.0175,0.0442,0.38,0.0036,34.0,17.0
2023-05-03,영등포구,4332,0.0321,0.035,0.45,0.0035,39.0,16.0
2023-05-03,동작구,3862,0.0237,0.0417,0.39,0.0031,37.0,18.0
2023-05-03,관악구,4653,0.034,0.03826241134751773,0.5,0.0033,41.0,23.0
2023-05-03,서초구,4587,0.0378,0.0182,0.44,0.0029,48.0,17.0
2023-05-03,강남구,6005,0.0283,0.0421,0.38,0.0036,38.0,17.0
2023-05-03,송파구,7663,0.044,0.03,0.47,0.0033,46.0,19.0
2023-05-03,강동구,5481,0.0226,0.0353,0.33,0.0029,38.0,17.0
2023-05-04,종로구,1626,0.0146,0.0451,0.48,0.0029,40.0,19.0
2023-05-04,중구,1538,0.0197,0.0447,0.37,0.0027,37.0,21.0
2023-05-04,용산구,2546,0.0169,0.0476,0.36,0.0032,44.0,25.0
2023-05-04,성동구,4163,0.0139,0.049,0.28,0.003,42.0,23.0
2023-05-04,광진구,4177,0.0138,0.0433,0.21,0.0026,40.0,19.0
2023-05-04,동대문구,4035,0.0142,0.0467,0.35,0.0031,44.0,21.0
2023-05-04,중랑구,4594,0.0128,0.0371,0.27,0.0021,40.0,20.0
2023-05-04,성북구,5669,0.0183,0.0446,0.35,0.0023,44.0,21.0
2023-05-04,강북구,3356,0.0105,0.0477,0.35,0.002,41.0,23.0
2023-05-04,도봉구,3370,0.0113,0.0451,0.36968151147098516,0.003,38.0,20.0
2023-05-04,노원구,6191,0.0125,0.047,0.34,0.0026,41.0,24.0
2023-05-04,은평구,5846,0.0038,0.0403,0.36968151147098516,0.002,35.0,16.0
2023-05-04,서대문구,4014,0.0079,0.0496,0.36,0.0028,37.0,18.0
2023-05-04,마포구,4835,0.0163,0.0475,0.37,0.0027,39.0,24.0
2023-05-04,양천구,5797,0.0184,0.0416,0.39,0.0028,43.0,21.0
2023-05-04,강서구,7193,0.019,0.0466,0.44,0.0027,50.0,24.0
2023-05-04,구로구,5439,0.0131,0.0418,0.3,0.0029,40.0,18.0
2023-05-04,금천구,2911,0.0127,0.0409,0.36,0.0029,38.0,22.0
2023-05-04,영등포구,5548,0.0218,0.0329,0.35,0.0026,40.0,19.0
2023-05-04,동작구,4683,0.0161,0.0462,0.31,0.0025,40.0,22.0
2023-05-04,관악구,5552,0.0187,0.0466,0.4,0.0029,45.0,24.0
2023-05-04,서초구,5355,0.0207,0.034,0.32,0.0028,47.0,21.0
2023-05-04,강남구,7039,0.0183,0.0466,0.31,0.003,41.0,22.0
2023-05-04,송파구,9484,0.0256,0.0407,0.37,0.0028,49.0,24.0
2023-05-04,강동구,6671,0.0123,0.0376,0.27,0.0025,40.0,22.0
2023-05-05,종로구,189,0.0108,0.0177,0.38,0.0024,9.0,3.0
2023-05-05,중구,214,0.0139,0.0166,0.33,0.0023,9.0,5.0
2023-05-05,용산구,354,0.0098,0.0222,0.32,0.0027,10.0,7.0
2023-05-05,성동구,542,0.0108,0.0215,0.26,0.0021,10.0,6.0
2023-05-05,광진구,454,0.0108,0.0265,0.21,0.0025,14.0,4.0
2023-05-05,동대문구,577,0.0111,0.0185,0.34,0.0027,14.0,5.0
2023-05-05,중랑구,561,0.0107,0.0216,0.27,0.002,13.0,5.0
2023-05-05,성북구,839,0.0132,0.0256,0.37,0.0019,9.0,4.0
2023-05-05,강북구,464,0.009,0.023,0.34,0.0019,14.0,5.0
2023-05-05,도봉구,449,0.0086,0.0214,0.36968151147098516,0.003,9.0,4.0
2023-05-05,노원구,1234,0.0089,0.023,0.31,0.0022,11.0,6.0
2023-05-05,은평구,919,0.0076,0.0272,0.33,0.0014,10.0,3.0
2023-05-05,서대문구,514,0.0053,0.0286,0.31,0.002,8.0,2.0
2023-05-05,마포구,794,0.0118,0.0173,0.33,0.0024,16.0,6.0
2023-05-05,양천구,955,0.0117,0.0184,0.34,0.0024,11.0,3.0
2023-05-05,강서구,1146,0.0116,0.0189,0.35,0.0022,12.0,5.0
2023-05-05,구로구,728,0.0086,0.0237,0.27,0.0024,4.0,2.0
2023-05-05,금천구,387,0.0091,0.0192,0.35,0.0026,14.0,6.0
2023-05-05,영등포구,767,0.0143,0.0168,0.33,0.0022,11.0,3.0
2023-05-05,동작구,620,0.0085,0.0243,0.27,0.002,8.0,4.0
2023-05-05,관악구,811,0.0109,0.0206,0.35,0.0025,17.0,5.0
2023-05-05,서초구,1034,0.0099,0.0251,0.27,0.0025,7.0,3.0
2023-05-05,강남구,1139,0.0124,0.0213,0.29,0.0026,12.0,6.0
2023-05-05,송파구,1388,0.0105,0.0221,0.33,0.0022,11.0,5.0
2023-05-05,강동구,938,0.0076,0.0194,0.26,0.0022,11.0,4.0
2023-05-06,종로구,986,0.006,0.0381,0.34,0.002,4.0,1.0
2023-05-06,중구,1044,0.0111,0.0344,0.33,0.0021,15.0,8.0
2023-05-06,용산구,1644,0.0064,0.0439,0.31,0.0025,13.0,10.0
2023-05-06,성동구,2761,0.0055,0.0443,0.25,0.0021,12.0,8.0
2023-05-06,광진구,3009,0.0067,0.0445,0.2,0.0024,15.0,8.0
2023-05-06,동대문구,2635,0.0081,0.0396,0.33,0.0024,32.0,8.0
2023-05-06,중랑구,3365,0.0063,0.0435,0.25,0.0018,7.0,2.0
2023-05-06,성북구,3895,0.0103,0.0408,0.38,0.0018,13.0,9.0
2023-05-06,강북구,2291,0.0064,0.0406,0.33,0.0018,14.0,7.0
2023-05-06,도봉구,2481,0.0063,0.0422,0.36968151147098516,0.0022,10.0,7.0
2023-05-06,노원구,4691,0.0065,0.0431,0.31,0.0021,12.0,9.0
2023-05-06,은평구,4395,0.004,0.0431,0.28,0.0013,5.0,1.0
2023-05-06,서대문구,2804,0.0037,0.0465,0.24,0.0018,10.0,6.0
2023-05-06,마포구,3396,0.0082,0.0402,0.32,0.0022,5.0,1.0
2023-05-06,양천구,4043,0.0089,0.0355,0.35,0.0022,12.0,8.0
2023-05-06,강서구,5350,0.0082,0.0413,0.39,0.002,18.0,7.0
2023-05-06,구로구,3857,0.0055,0.0362,0.26,0.0024,9.0,6.0
2023-05-06,금천구,2222,0.0063,0.0391,0.35,0.0026,15.0,8.0
2023-05-06,영등포구,3597,0.0066,0.0355,0.31,0.002,5.0,2.0
2023-05-06,동작구,3255,0.0074,0.0447,0.27,0.0019,14.0,3.0
2023-05-06,관악구,3767,0.0081,0.0405,0.34,0.0018,13.0,8.0
2023-05-06,서초구,3893,0.0061,0.0403,0.26,0.0025,14.0,8.0
2023-05-06,강남구,4849,0.0086,0.0443,0.27,0.0025,12.0,8.0
2023-05-06,송파구,7175,0.0092,0.0428,0.34,0.002,16.0,9.0
2023-05-06,강동구,4721,0.0063,0.0357,0.26,0.0021,15.0,14.0
2023-05-07,종로구,127,0.01,0.0438,0.4,0.002,28.0,24.0
2023-05-07,중구,147,0.0154,0.036,0.34,0.0022,28.0,24.0
2023-05-07,용산구,293,0.0124,0.0427,0.36,0.0025,33.0,29.0
2023-05-07,성동구,453,0.0069,0.0455,0.27,0.0021,32.0,22.0
2023-05-07,광진구,471,0.0087,0.0436,0.18,0.0023,30.0,24.0
2023-05-07,동대문구,759,0.01,0.0427,0.34,0.0025,32.0,24.0
2023-05-07,중랑구,630,0.0078,0.0428,0.28,0.0019,30.0,26.0
2023-05-07,성북구,600,0.0138,0.0385,0.39,0.0021,30.0,22.0
2023-05-07,강북구,458,0.0079,0.0374,0.37,0.0018,34.0,23.0
2023-05-07,도봉구,372,0.0093,0.0373,0.36968151147098516,0.002,25.0,19.0
2023-05-07,노원구,983,0.0111,0.039,0.36,0.0021,32.0,27.0
2023-05-07,은평구,810,0.0078,0.0394,0.25,0.0016,28.0,18.0
2023-05-07,서대문구,508,0.0049,0.0453,0.19,0.0022,25.0,17.0
2023-05-07,마포구,731,0.012,0.0404,0.36,0.0029,26.904448539089234,15.19673855865334
2023-05-07,양천구,898,0.0123,0.0364,0.37,0.0023,31.0,26.0
2023-05-07,강서구,1276,0.0128,0.0417,0.42,0.0019,37.0,23.0
2023-05-07,구로구,579,0.0101,0.0342,0.29,0.0025,27.0,20.0
2023-05-07,금천구,262,0.0092,0.0315,0.36,0.0025,32.0,27.0
2023-05-07,영등포구,616,0.0141,0.0389,0.36,0.0021,32.0,23.0
2023-05-07,동작구,514,0.0132,0.0401,0.32,0.0019,33.0,15.19673855865334
2023-05-07,관악구,478,0.0152,0.0398,0.42,0.0019,38.0,29.0
2023-05-07,서초구,949,0.0112,0.0372,0.27,0.0024,27.0,21.0
2023-05-07,강남구,1145,0.0113,0.0422,0.29,0.0026,33.0,24.0
2023-05-07,송파구,1268,0.0122,0.0419,0.36,0.0019,36.0,27.0
2023-05-07,강동구,802,0.0107,0.0336,0.29,0.0021,33.0,27.0
2023-05-08,종로구,1968,0.0261,0.0315,0.52,0.0028,33.0,22.0
2023-05-08,중구,2066,0.0276,0.0291,0.42,0.0027,30.0,22.0
2023-05-08,용산구,3193,0.0291,0.0309,0.44,0.0032,38.0,26.0
2023-05-08,성동구,4904,0.0253,0.0329,0.35,0.0026,36.0,21.0
2023-05-08,광진구,5163,0.0226,0.0337,0.23,0.0027,34.0,22.0
2023-05-08,동대문구,4910,0.0252,0.0318,0.43,0.0031,37.0,22.0
2023-05-08,중랑구,5749,0.0202,0.0362,0.36,0.0023,33.0,24.0
2023-05-08,성북구,6958,0.0242,0.032,0.46,0.0025,26.904448539089234,21.0
2023-05-08,강북구,4002,0.0134,0.0406,0.42,0.0025,35.0,22.0
2023-05-08,도봉구,4436,0.0159,0.0368,0.36968151147098516,0.003,30.0,18.0
2023-05-08,노원구,8017,0.0206,0.033,0.42,0.003,34.0,25.0
2023-05-08,은평구,7219,0.0156,0.037,0.31,0.0022,32.0,18.0
2023-05-08,서대문구,4996,0.0111,0.0255,0.35,0.0034,26.0,17.0
2023-05-08,마포구,6107,0.0237,0.0144,0.39,0.0023,26.904448539089234,15.19673855865334
2023-05-08,양천구,7152,0.0264,0.021,0.46,0.0029,32.0,24.0
2023-05-08,강서구,9104,0.0271,0.0327,0.46,0.0031,42.0,23.0
2023-05-08,구로구,6859,0.0228,0.0266,0.35,0.0031,32.0,18.0
2023-05-08,금천구,3778,0.0184,0.0329,0.42,0.003,31.0,22.0
2023-05-08,영등포구,6704,0.0291,0.0314,0.42,0.0029,34.0,21.0
2023-05-08,동작구,6022,0.0295,0.012,0.41,0.002,28.0,15.19673855865334
2023-05-08,관악구,7126,0.0285,0.0328,0.48,0.0028,38.0,25.0
2023-05-08,서초구,6487,0.0295,0.0224,0.35,0.0029,37.0,20.0
2023-05-08,강남구,8587,0.0257,0.0327,0.37,0.0031,35.0,23.0
2023-05-08,송파구,11900,0.0352,0.0224,0.44,0.0026,41.0,26.0
2023-05-08,강동구,8168,0.0254,0.0231,0.35,0.0026,36.0,25.0
2023-05-09,종로구,1358,0.0306,0.0454,0.55,0.0037,48.0,27.0
2023-05-09,중구,1300,0.0315,0.0427,0.49,0.0036,44.0,28.0
2023-05-09,용산구,2256,0.0303,0.049,0.51,0.0039,52.0,30.0
2023-05-09,성동구,3353,0.0311,0.0461,0.43,0.0032,48.0,26.0
2023-05-09,광진구,3544,0.0295,0.0436,0.31,0.0032,47.0,29.0
2023-05-09,동대문구,3568,0.0314,0.0446,0.53,0.004,51.0,28.0
2023-05-09,중랑구,4001,0.0305,0.0442,0.48,0.0031,47.0,31.0
2023-05-09,성북구,4844,0.0334,0.0371,0.54,0.0031,65.0,28.0
2023-05-09,강북구,2909,0.0213,0.0496,0.51,0.003,48.0,27.0
2023-05-09,도봉구,3058,0.0211,0.0482,0.36968151147098516,0.0035,44.0,26.0
2023-05-09,노원구,5439,0.0273,0.045,0.51,0.0036,49.0,30.0
2023-05-09,은평구,4867,0.0269,0.0448,0.44,0.0027,52.0,29.0
2023-05-09,서대문구,3421,0.0165,0.0473,0.39,0.0038,49.0,27.0
2023-05-09,마포구,4265,0.0299,0.0491,0.47,0.0041,47.0,33.0
2023-05-09,양천구,4954,0.0243,0.05,0.46,0.0036,48.0,31.0
2023-05-09,강서구,6212,0.0272,0.0521,0.47,0.0037,61.0,32.0
2023-05-09,구로구,4719,0.0237,0.0401,0.37,0.0037,54.0,28.0
2023-05-09,금천구,2495,0.0201,0.0505,0.44,0.0036,42.0,26.0
2023-05-09,영등포구,4535,0.03,0.0468,0.45,0.0036,46.0,25.0
2023-05-09,동작구,4028,0.0215,0.0568,0.41,0.0034,43.0,25.0
2023-05-09,관악구,4851,0.0287,0.0516,0.52,0.0038,50.0,28.0
2023-05-09,서초구,4684,0.0399,0.0296,0.42,0.0032,54.0,27.0
2023-05-09,강남구,6192,0.0326,0.0486,0.46,0.0037,46.0,26.0
2023-05-09,송파구,7854,0.0494,0.031,0.5,0.0031,50.0,29.0
2023-05-09,강동구,5641,0.028,0.0379,0.44,0.0031,47.0,29.0
2023-05-10,종로구,1175,0.0248,0.0527,0.55,0.0042,51.0,28.0
2023-05-10,중구,1169,0.0294,0.0453,0.5,0.0044,48.0,31.0
2023-05-10,용산구,1964,0.0313,0.0481,0.53,0.0042,54.0,32.0
2023-05-10,성동구,2904,0.0301,0.0492,0.45,0.0035,52.0,29.0
2023-05-10,광진구,3268,0.0272,0.0469,0.3,0.0031,49.0,29.0
2023-05-10,동대문구,3314,0.0246,0.05,0.51,0.0043,53.0,30.0
2023-05-10,중랑구,3503,0.0235,0.0521,0.44,0.0029,50.0,30.0
2023-05-10,성북구,4309,0.0277,0.0473,0.46,0.003,56.0,28.0
2023-05-10,강북구,2595,0.0157,0.055,0.48,0.0027,47.0,26.0
2023-05-10,도봉구,2728,0.0209,0.0358,0.36968151147098516,0.0032,49.0,32.0
2023-05-10,노원구,4780,0.0219,0.0484,0.46,0.0031,46.0,28.0
2023-05-10,은평구,4518,0.0224,0.0472,0.44,0.0026,55.0,32.0
2023-05-10,서대문구,2886,0.014,0.0513,0.39,0.004,54.0,30.0
2023-05-10,마포구,3707,0.0263,0.0517,0.48,0.0054,51.0,36.0
2023-05-10,양천구,4323,0.0251,0.0498,0.48,0.0038,62.0,43.0
2023-05-10,강서구,5775,0.0269,0.0525,0.49,0.0041,70.0,38.0
2023-05-10,구로구,4346,0.0219,0.0418,0.38,0.0037,66.0,39.0
2023-05-10,금천구,2344,0.0226,0.0439,0.49,0.0033,51.0,34.0
2023-05-10,영등포구,3975,0.0338,0.046,0.48,0.0039,54.0,30.0
2023-05-10,동작구,3590,0.0257,0.0539,0.44,0.0034,50.0,31.0
2023-05-10,관악구,4340,0.0322,0.0513,0.56,0.0041,62.0,36.0
2023-05-10,서초구,4315,0.0313,0.0337,0.42,0.0031,59.0,37.0
2023-05-10,강남구,5368,0.0317,0.051,0.46,0.0037,51.0,27.0
2023-05-10,송파구,7050,0.0362,0.043,0.47,0.003,53.0,30.0
2023-05-10,강동구,4961,0.0259,0.0408,0.44,0.0029,49.0,29.0
2023-05-11,종로구,1290,0.022,0.0573,0.51,0.0049,47.0,24.0
2023-05-11,중구,1221,0.0258,0.0525,0.48,0.0048,43.0,25.0
2023-05-11,용산구,2131,0.0297,0.0524,0.54,0.0047,54.0,29.0
2023-05-11,성동구,3388,0.0286,0.0521,0.43,0.0038,48.0,25.0
2023-05-11,광진구,3654,0.0243,0.0501,0.28,0.0033,46.0,24.0
2023-05-11,동대문구,3279,0.0219,0.0581,0.48,0.0047,50.0,28.0
2023-05-11,중랑구,3933,0.0204,0.0581,0.41,0.0034,45.0,27.0
2023-05-11,성북구,4775,0.0224,0.0568,0.44,0.0034,54.0,24.0
2023-05-11,강북구,2641,0.0134,0.0656,0.44,0.0031,46.0,23.0
2023-05-11,도봉구,3043,0.0147,0.0624,0.46,0.0037,46.0,23.0
2023-05-11,노원구,5186,0.0208,0.0535,0.46,0.0035,45.0,26.0
2023-05-11,은평구,4876,0.0185,0.0565,0.42,0.0032,49.0,24.0
2023-05-11,서대문구,3234,0.0114,0.0605,0.36,0.0042,46.0,23.0
2023-05-11,마포구,4109,0.0242,0.0568,0.49,0.0061,46.0,30.0
2023-05-11,양천구,4826,0.0294,0.0486,0.53,0.0044,49.0,29.0
2023-05-11,강서구,6186,0.0288,0.0542,0.51,0.0045,56.0,24.0
2023-05-11,구로구,4780,0.0234,0.0432,0.39,0.004,54.0,24.0
2023-05-11,금천구,2506,0.0231,0.0492,0.5,0.0041,43.0,26.0
2023-05-11,영등포구,4461,0.0337,0.0473,0.49,0.0043,46.0,22.0
2023-05-11,동작구,3797,0.0222,0.0585,0.43,0.0036,44.0,24.0
2023-05-11,관악구,4803,0.0314,0.0516,0.57,0.0041,52.0,28.0
2023-05-11,서초구,4467,0.0302,0.0447,0.44,0.0037,59.0,26.0
2023-05-11,강남구,5579,0.03,0.0534,0.45,0.0038,48.0,24.0
2023-05-11,송파구,7709,0.0478,0.0363,0.53,0.0037,54.0,29.0
2023-05-11,강동구,5520,0.0236,0.0435,0.43,0.003,45.0,25.0
2023-05-12,종로구,1463,0.0301,0.0491,0.56,0.005,51.0,28.0
2023-05-12,중구,1498,0.0428,0.028,0.61,0.0052,53.0,36.0
2023-05-12,용산구,2420,0.0328,0.0481,0.54,0.0052,54.0,32.0
2023-05-12,성동구,3709,0.0311,0.0474,0.46,0.0042,51.0,28.0
2023-05-12,광진구,3979,0.0324,0.0406,0.34,0.0036,51.0,30.0
2023-05-12,동대문구,3694,0.0296,0.05,0.54,0.005,56.0,34.0
2023-05-12,중랑구,4339,0.0279,0.0497,0.48,0.0038,51.0,32.0
2023-05-12,성북구,5268,0.0316,0.0458,0.53,0.0039,58.0,30.0
2023-05-12,강북구,3087,0.0192,0.0536,0.51,0.0032,47.0,27.0
2023-05-12,도봉구,3251,0.0206,0.0521,0.47,0.0037,47.0,27.0
2023-05-12,노원구,5996,0.0289,0.0439,0.53,0.004,49.0,33.0
2023-05-12,은평구,5413,0.0243,0.05,0.41,0.0034,52.0,29.0
2023-05-12,서대문구,3751,0.0185,0.0457,0.39,0.0044,51.0,28.0
2023-05-12,마포구,4667,0.032,0.046,0.48,0.006,46.0,33.0
2023-05-12,양천구,5427,0.0289,0.0402,0.52,0.0048,52.0,37.0
2023-05-12,강서구,6781,0.033,0.0356,0.53,0.0049,68.0,37.0
2023-05-12,구로구,5308,0.0245,0.0392,0.37,0.0046,54.0,26.0
2023-05-12,금천구,2816,0.0263,0.0432,0.47,0.0044,45.0,30.0
2023-05-12,영등포구,4910,0.0323,0.0452,0.45,0.0054,46.0,24.0
2023-05-12,동작구,4356,0.027,0.051,0.46,0.0041,47.0,29.0
2023-05-12,관악구,5389,0.031,0.049,0.52,0.0048,52.0,29.0
2023-05-12,서초구,4989,0.0351,0.0321,0.48,0.004,57.0,36.0
2023-05-12,강남구,6762,0.0339,0.0508,0.5,0.0052,51.0,29.0
2023-05-12,송파구,8894,0.0444,0.0323,0.58,0.0042,61.0,35.0
2023-05-12,강동구,6194,0.0301,0.0371,0.47,0.0034,51.0,30.0
2023-05-13,종로구,969,0.0143,0.0564,0.42,0.0033,39.0,21.0
2023-05-13,중구,1061,0.0154,0.0526,0.4,0.0032,37.0,27.0
2023-05-13,용산구,1721,0.0163,0.0557,0.42,0.0037,41.0,25.0
2023-05-13,성동구,2838,0.0156,0.0554,0.34,0.003,38.0,22.0
2023-05-13,광진구,3078,0.0176,0.0474,0.3,0.0029,37.0,23.0
2023-05-13,동대문구,2767,0.0138,0.056,0.4,0.0035,39.0,24.0
2023-05-13,중랑구,3166,0.0151,0.0533,0.35,0.0026,37.0,23.0
2023-05-13,성북구,3871,0.0169,0.051,0.39,0.0024,38.0,21.0
2023-05-13,강북구,2325,0.0096,0.0586,0.38,0.0024,34.0,20.0
2023-05-13,도봉구,2422,0.0106,0.0562,0.43,0.003,34.0,20.0
2023-05-13,노원구,4563,0.0147,0.0531,0.38,0.0029,34.0,22.0
2023-05-13,은평구,4251,0.0123,0.0519,0.36,0.002,39.0,23.0
2023-05-13,서대문구,2781,0.0078,0.0545,0.3,0.0029,36.0,21.0
2023-05-13,마포구,3351,0.018,0.0499,0.4,0.0036,39.0,29.0
2023-05-13,양천구,4218,0.0143,0.0513,0.4,0.0036,40.0,26.0
2023-05-13,강서구,5172,0.0154,0.055,0.41,0.0041,46.0,25.0
2023-05-13,구로구,4059,0.0112,0.0452,0.31,0.0036,41.0,23.0
2023-05-13,금천구,2053,0.0141,0.0492,0.39,0.004,36.0,23.0
2023-05-13,영등포구,3823,0.0176,0.0488,0.38,0.0036,39.0,23.0
2023-05-13,동작구,3411,0.014,0.0586,0.35,0.0033,37.0,24.0
2023-05-13,관악구,3680,0.0171,0.0547,0.43,0.0037,45.0,26.0
2023-05-13,서초구,3956,0.0179,0.0453,0.37,0.0035,55.0,35.0
2023-05-13,강남구,4947,0.0183,0.0555,0.37,0.0037,40.0,23.0
2023-05-13,송파구,6581,0.0186,0.0536,0.41,0.003,42.0,23.0
2023-05-13,강동구,4703,0.0156,0.043,0.35,0.0026,38.0,23.0
2023-05-14,종로구,141,0.0114,0.0536,0.35,0.0032,20.0,10.0
2023-05-14,중구,131,0.014,0.0486,0.33,0.0029,18.0,12.0
2023-05-14,용산구,276,0.0137,0.052,0.37,0.0034,24.0,15.0
2023-05-14,성동구,359,0.0139,0.0506,0.3,0.0027,23.0,12.0
2023-05-14,광진구,410,0.0148,0.0453,0.36968151147098516,0.0029,22.0,13.0
2023-05-14,동대문구,651,0.0114,0.0525,0.35,0.0033,23.0,13.0
2023-05-14,중랑구,406,0.0123,0.0512,0.29,0.0027,22.0,14.0
2023-05-14,성북구,497,0.0149,0.0481,0.33,0.0026,22.0,11.0
2023-05-14,강북구,312,0.008,0.0549,0.35,0.0023,21.0,11.0
2023-05-14,도봉구,312,0.0089,0.0517,0.36,0.003,19.0,11.0
2023-05-14,노원구,820,0.0116,0.0514,0.34,0.0029,23.0,14.0
2023-05-14,은평구,650,0.0086,0.0391,0.26,0.0017,12.0,5.0
2023-05-14,서대문구,472,0.0066,0.0519,0.26,0.0031,18.0,8.0
2023-05-14,마포구,621,0.0158,0.0456,0.36,0.0036,24.0,16.0
