감기_lag1,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
814.0,0.0123,0.0309,0.37,0.0029,17.0,7.0
1361.0,0.0133,0.0279,0.34,0.0026,15.0,10.0
2149.0,0.0125,0.0348,0.38,0.0029,21.0,13.0
2350.0,0.0144,0.0276,0.31,0.0028,19.0,10.0
2116.0,0.0123,0.0291,0.37,0.0026,18.0,7.0
2684.0,0.0118,0.0301,0.35,0.003,20.0,9.0
3003.0,0.0149,0.0276,0.29,0.0022,17.0,8.0
1833.0,0.0118,0.0291,0.42,0.0028,17.0,7.0
1919.0,0.0051,0.0309,0.29,0.0022,19.0,8.0
3608.0,0.0068,0.0344,0.35,0.0025,14.0,7.0
3201.0,0.0085,0.0323,0.3,0.0026,16.0,8.0
2094.0,0.0088,0.0248,0.45,0.0024,20.0,10.0
2647.0,0.0096,0.031,0.42,0.0024,19.0,7.0
3551.0,0.0115,0.0333,0.34,0.0028,20.0,10.0
4151.0,0.0115,0.0289,0.36,0.0025,21.0,11.0
3279.0,0.0115,0.0325,0.36,0.0027,20.0,11.0
1641.0,0.0089,0.0295,0.26,0.0022,15.0,8.0
2954.0,0.0112,0.028,0.36,0.0029,23.0,12.0
2639.0,0.0132,0.0323,0.34,0.0024,19.0,9.0
3066.0,0.0105,0.033,0.29,0.0025,21.0,10.0
2960.0,0.0125,0.0318,0.35,0.003,23.0,11.0
4242.0,0.0124,0.0327,0.28,0.0026,21.0,8.0
5322.0,0.0144,0.0312,0.33,0.003,19.0,11.0
3779.0,0.015,0.0312,0.36,0.0023,21.0,9.0
934.0,0.0114,0.0232,0.3,0.0024,18.0,8.0
918.0,0.0176,0.0497,0.5,0.0029,30.0,19.0
1464.0,0.022,0.044,0.53,0.0026,28.0,23.0
2340.0,0.0216,0.0532,0.53,0.0031,37.0,27.0
2544.0,0.018,0.0453,0.44,0.0027,32.0,21.0
2604.0,0.016,0.0406,0.47,0.0025,29.0,17.0
2792.0,0.0163,0.0456,0.46,0.003,32.0,20.0
3546.0,0.0188,0.0363,0.38,0.0021,27.0,17.0
2062.0,0.018,0.0414,0.57,0.0026,32.0,19.0
2091.0,0.0102,0.0413,0.4,0.0021,28.0,16.0
4008.0,0.011,0.019,0.42,0.0022,16.0,6.0
3507.0,0.014,0.018,0.4,0.002,13.0,4.0
2544.0,0.0118,0.0405,0.61,0.0025,31.0,23.0
2827.0,0.0155,0.0486,0.57,0.0024,33.0,20.0
3756.0,0.0167,0.0558,0.49,0.0031,35.0,26.0
4792.0,0.0151,0.0465,0.52,0.0027,43.0,30.0
3680.0,0.0165,0.054,0.55,0.0029,42.0,29.0
1765.0,0.0137,0.0481,0.39,0.0024,39.0,27.0
3320.0,0.0151,0.0464,0.53,0.003,44.0,31.0
3020.0,0.0197,0.0516,0.49,0.0026,36.0,25.0
3331.0,0.0153,0.0522,0.45,0.0025,38.0,28.0
3307.0,0.02,0.0478,0.54,0.0029,44.0,28.0
4658.0,0.0178,0.0519,0.42,0.0026,41.0,28.0
5806.0,0.0211,0.0434,0.43,0.0031,33.0,23.0
4100.0,0.0236,0.0452,0.48,0.0023,36.0,24.0
637.0,0.0147,0.0292,0.39,0.0024,24.0,14.0
693.0,0.0146,0.0615,0.45,0.0034,35.0,25.0
1086.0,0.0179,0.0551,0.42,0.0027,30.0,25.0
1754.0,0.0187,0.0611,0.5,0.0032,38.0,28.0
1966.0,0.015,0.0568,0.38,0.0028,34.0,25.0
1690.0,0.0118,0.0589,0.44,0.0026,34.0,24.0
2152.0,0.0131,0.0607,0.43,0.0031,38.0,26.0
2505.0,0.0163,0.0524,0.36,0.0022,34.0,25.0
1507.0,0.0158,0.0564,0.57,0.0028,40.0,26.0
1466.0,0.0084,0.0598,0.4,0.0024,39.0,27.0
3083.0,0.0089,0.0648,0.51,0.0024,33.0,22.0
2748.0,0.0121,0.0551,0.41,0.0027,34.0,23.0
1816.0,0.0099,0.0535,0.6,0.0026,33.0,26.0
2094.0,0.0122,0.064,0.5,0.0025,33.0,20.0
2936.0,0.0172,0.0596,0.46,0.0034,35.0,24.0
3618.0,0.0165,0.0519,0.49,0.0029,38.0,27.0
2824.0,0.0164,0.0562,0.5,0.0029,42.0,28.0
1327.0,0.0134,0.0506,0.36,0.0025,33.0,21.0
2517.0,0.0155,0.0472,0.51,0.0032,42.0,30.0
2287.0,0.0204,0.0562,0.45,0.0028,36.0,23.0
2419.0,0.0156,0.0568,0.42,0.0027,39.0,29.0
2706.0,0.0185,0.0546,0.51,0.0034,43.0,29.0
3455.0,0.0166,0.0565,0.41,0.0028,38.0,23.0
4564.0,0.0173,0.0527,0.41,0.0034,37.0,26.0
3023.0,0.0198,0.0579,0.45,0.0024,40.0,27.0
78.0,0.012,0.0438,0.39,0.0024,34.0,22.0
97.0,0.01,0.0559,0.4,0.0029,29.0,22.0
154.0,0.0137,0.0494,0.4,0.0025,26.0,23.0
267.0,0.0111,0.0594,0.44,0.0029,32.0,25.0
329.0,0.0108,0.0506,0.37,0.0026,31.0,23.0
482.0,0.0098,0.0521,0.46,0.0026,34.0,25.0
307.0,0.0087,0.056,0.4,0.003,34.0,24.0
379.0,0.0152,0.0457,0.37,0.0022,33.0,26.0
237.0,0.011,0.0529,0.52,0.0028,31.0,20.0
236.0,0.0079,0.0552,0.39,0.0022,35.0,25.0
519.0,0.0062,0.06,0.48,0.0023,29.0,19.0
548.0,0.0089,0.0488,0.41,0.0026,31.0,23.0
348.0,0.0075,0.0457,0.57,0.0024,25.0,19.0
466.0,0.0084,0.057,0.46,0.0024,27.0,16.0
766.0,0.0112,0.0595,0.4,0.0029,29.0,21.0
841.0,0.0096,0.0551,0.42,0.0027,29.0,21.0
440.0,0.0099,0.0573,0.45,0.0027,29.0,20.0
178.0,0.0074,0.0513,0.31,0.0025,26.0,17.0
464.0,0.01,0.038,0.42,0.0029,30.0,22.0
385.0,0.0115,0.0569,0.39,0.0027,28.0,20.0
333.0,0.0108,0.0509,0.36,0.0027,29.0,22.0
594.0,0.011,0.0542,0.42,0.0032,33.0,21.0
846.0,0.0108,0.0532,0.35,0.0029,29.0,17.0
892.0,0.0117,0.0488,0.37,0.0032,32.0,24.0
587.0,0.0127,0.0501,0.42,0.0024,33.0,24.0
1129.0,0.0118,0.022,0.47,0.0023,42.0,31.0
1185.0,0.0122,0.0305,0.37,0.0027,15.0,9.0
1908.0,0.0173,0.0242,0.39,0.0026,15.0,11.0
2974.0,0.0111,0.0356,0.35,0.0028,16.0,12.0
3223.0,0.0131,0.0288,0.33,0.0023,17.0,11.0
3056.0,0.0127,0.0314,0.41,0.0025,17.0,10.0
3706.0,0.0115,0.0306,0.35,0.0029,18.0,10.0
4358.0,0.0178,0.0277,0.31,0.0022,17.0,11.0
2628.0,0.0143,0.0286,0.49,0.0027,16.0,10.0
2580.0,0.0104,0.0311,0.35,0.0022,18.0,10.0
5233.0,0.0103,0.0306,0.47,0.0021,16.0,8.0
4565.0,0.0112,0.0244,0.36,0.0026,17.0,11.0
3168.0,0.0053,0.0384,0.5,0.0024,17.0,11.0
3594.0,0.0085,0.0359,0.42,0.0024,11.0,6.0
4846.0,0.0106,0.0348,0.34,0.0026,16.0,10.0
6037.0,0.0099,0.0282,0.35,0.0023,17.0,10.0
4686.0,0.0099,0.0337,0.35,0.0024,16.0,10.0
2312.0,0.0081,0.0299,0.25,0.002,8.0,5.0
4160.0,0.0084,0.0291,0.36,0.0029,18.0,10.0
3764.0,0.0127,0.0311,0.34,0.0023,16.0,7.0
4421.0,0.0087,0.0327,0.29,0.0026,17.0,10.0
4198.0,0.0099,0.0321,0.35,0.0026,21.0,10.0
5755.0,0.0115,0.0331,0.29,0.0027,16.0,6.0
7287.0,0.0139,0.0282,0.33,0.003,19.0,12.0
5077.0,0.0119,0.0316,0.35,0.0022,17.0,9.0
833.0,0.0096,0.0212,0.32,0.0023,16.0,9.0
814.0,0.0125,0.051,0.37,0.0028,18.0,9.0
1402.0,0.008,0.027,0.3,0.002,26.904448539089234,13.0
2123.0,0.0102,0.0614,0.35,0.003,20.0,13.0
2293.0,0.0121,0.0523,0.31,0.0026,19.0,12.0
2338.0,0.0092,0.0605,0.36,0.0025,19.0,11.0
2564.0,0.0078,0.053,0.33,0.0029,18.0,9.0
3214.0,0.0174,0.0465,0.32,0.0022,37.0,11.0
1890.0,0.0123,0.0512,0.43,0.0028,20.0,11.0
1937.0,0.0076,0.0555,0.32,0.0022,23.0,11.0
3777.0,0.0052,0.0562,0.4,0.002,16.0,8.0
3381.0,0.0121,0.0503,0.34,0.0026,19.0,11.0
2309.0,0.0084,0.039,0.36968151147098516,0.0023,15.0,11.0
2619.0,0.0116,0.055,0.38,0.0026,15.0,7.0
3440.0,0.0115,0.0568,0.33,0.0027,18.0,10.0
4141.0,0.0098,0.0504,0.35,0.0026,31.0,9.0
3195.0,0.0108,0.055,0.35,0.0026,20.0,10.0
1564.0,0.0074,0.0477,0.26,0.0024,13.0,5.0
2928.0,0.0095,0.0435,0.36,0.0028,24.0,11.0
2635.0,0.011,0.054,0.33,0.0026,19.0,7.0
3042.0,0.0082,0.055,0.29,0.0025,23.0,10.0
2891.0,0.0081,0.0468,0.33,0.0027,21.0,9.0
4113.0,0.0115,0.051,0.3,0.0028,20.0,7.0
5139.0,0.0111,0.0538,0.31,0.0032,18.0,12.0
3663.0,0.0116,0.0541,0.35,0.0024,20.0,10.0
734.0,0.008,0.0376,0.3,0.0022,19.0,8.0
764.0,0.013,0.05,0.42,0.0028,29.0,20.0
1147.0,0.0165,0.0441,0.4,0.0026,25.0,22.0
1776.0,0.0103,0.0532,0.41,0.0028,29.0,22.0
2207.0,0.0134,0.0508,0.36,0.0025,29.0,21.0
2055.0,0.009,0.054,0.36968151147098516,0.003,34.0,25.0
2371.0,0.0104,0.0544,0.39,0.0029,33.0,21.0
2978.0,0.0204,0.0473,0.37,0.0023,35.0,21.0
1624.0,0.0137,0.0499,0.54,0.0028,33.0,22.0
1753.0,0.0099,0.053,0.38,0.0022,33.0,23.0
3353.0,0.0105,0.0549,0.49,0.002,29.0,21.0
3020.0,0.0125,0.0508,0.4,0.0026,30.0,22.0
1918.0,0.0114,0.0364,0.36968151147098516,0.0026,32.0,25.0
2144.0,0.0118,0.0543,0.47,0.0025,28.0,19.0
3035.0,0.0124,0.0535,0.39,0.0028,29.0,21.0
4075.0,0.0093,0.0422,0.42,0.0024,39.0,25.0
2931.0,0.0106,0.0512,0.4,0.0026,33.0,23.0
1490.0,0.0088,0.0443,0.3,0.0022,25.0,17.0
2622.0,0.0121,0.0407,0.42,0.003,36.0,22.0
2417.0,0.0129,0.0501,0.39,0.0025,30.0,19.0
2750.0,0.0093,0.0513,0.33,0.0024,30.0,22.0
2785.0,0.0115,0.0508,0.41,0.0027,33.0,20.0
3731.0,0.0135,0.0494,0.35,0.0028,32.0,17.0
4695.0,0.0129,0.0507,0.35,0.003,30.0,21.0
3367.0,0.0152,0.0542,0.37,0.0023,28.0,19.0
775.0,0.0107,0.0402,0.35,0.0023,26.0,17.0
751.0,0.0149,0.0289,0.42,0.0029,32.0,21.0
1126.0,0.0182,0.0304,0.45,0.0024,29.0,22.0
1969.0,0.013,0.0411,0.37,0.0027,28.0,21.0
1928.0,0.0145,0.0354,0.34,0.0023,30.0,20.0
1899.0,0.0126,0.0406,0.38,0.0023,31.0,22.0
2340.0,0.0128,0.0374,0.38,0.0028,36.0,23.0
2704.0,0.0198,0.0328,0.31,0.0021,33.0,22.0
1608.0,0.0161,0.0343,0.56,0.0026,29.0,21.0
1620.0,0.0125,0.0346,0.39,0.0021,31.0,21.0
3185.0,0.0109,0.0383,0.49,0.0017,27.0,18.0
2988.0,0.0117,0.0283,0.38,0.0024,35.0,24.0
1913.0,0.0103,0.0272,0.47,0.0023,44.0,34.0
2228.0,0.0096,0.0423,0.46,0.0025,25.0,17.0
2992.0,0.0138,0.0407,0.38,0.0024,31.0,21.0
3819.0,0.0113,0.0255,0.4,0.0023,42.0,27.0
2944.0,0.012,0.0362,0.39,0.0023,34.0,24.0
1405.0,0.0093,0.0371,0.32,0.0019,36.0,27.0
2595.0,0.011,0.0353,0.38,0.0029,41.0,24.0
2238.0,0.0144,0.0383,0.38,0.0024,31.0,19.0
2570.0,0.01,0.0374,0.3,0.0022,35.0,22.0
2623.0,0.0111,0.0426,0.41,0.0024,46.0,27.0
3464.0,0.014,0.0392,0.33,0.0026,30.0,19.0
4696.0,0.014,0.0371,0.34,0.003,33.0,23.0
3333.0,0.0143,0.0382,0.34,0.0022,30.0,18.0
925.0,0.0103,0.0243,0.32,0.0023,32.0,19.0
1004.0,0.0175,0.047,0.5,0.003,33.0,23.0
1499.0,0.0193,0.0483,0.45,0.0025,31.0,24.0
2465.0,0.0211,0.0553,0.51,0.003,35.0,26.0
2548.0,0.0224,0.0479,0.43,0.0028,33.0,22.0
2558.0,0.0173,0.0535,0.39,0.0027,33.0,23.0
3014.0,0.0161,0.0548,0.47,0.003,37.0,24.0
3662.0,0.026,0.0462,0.41,0.0022,35.0,25.0
2094.0,0.0125,0.0479,0.59,0.0026,33.0,23.0
2155.0,0.0078,0.0458,0.39,0.0021,30.0,18.0
4198.0,0.0079,0.0489,0.5,0.0018,29.0,21.0
3698.0,0.0108,0.0382,0.4,0.0023,29.0,17.0
2476.0,0.0117,0.0453,0.48,0.0023,36.0,30.0
2876.0,0.0141,0.059,0.53,0.0024,32.0,21.0
3818.0,0.0182,0.0582,0.45,0.0026,33.0,24.0
4910.0,0.0167,0.0422,0.48,0.0025,43.0,27.0
3726.0,0.0059,0.0551,0.4,0.002,47.0,24.0
1684.0,0.0132,0.0484,0.35,0.0021,29.0,20.0
3329.0,0.0134,0.0436,0.45,0.0029,41.0,24.0
2986.0,0.0203,0.0523,0.45,0.0025,35.0,21.0
3528.0,0.0141,0.0517,0.39,0.0023,34.0,24.0
3233.0,0.0095,0.0529,0.41,0.0024,49.0,28.0
4578.0,0.0197,0.0514,0.43,0.0027,35.0,23.0
6058.0,0.0229,0.0478,0.44,0.003,33.0,25.0
4192.0,0.0187,0.054,0.47,0.0021,34.0,25.0
663.0,0.0128,0.034,0.45,0.0023,37.0,22.0
649.0,0.0122,0.0475,0.42,0.0027,24.0,16.0
1121.0,0.0139,0.0449,0.39,0.0025,21.0,17.0
1856.0,0.0163,0.0564,0.5,0.0031,30.0,22.0
1970.0,0.0169,0.0516,0.39,0.0033,27.0,20.0
1962.0,0.0139,0.0524,0.36,0.0031,27.0,19.0
2219.0,0.0121,0.0491,0.43,0.0032,31.0,20.0
2659.0,0.0193,0.0467,0.35,0.0024,31.0,21.0
1480.0,0.0122,0.0455,0.42,0.0028,27.0,16.0
1551.0,0.0069,0.0412,0.39,0.0022,30.0,19.0
3264.0,0.0071,0.0507,0.34,0.0017,21.0,15.0
2801.0,0.0105,0.0406,0.41,0.0027,27.0,18.0
1913.0,0.0078,0.0331,0.44,0.0024,24.0,18.0
2169.0,0.0111,0.0455,0.44,0.0025,24.0,13.0
3076.0,0.0153,0.0487,0.4,0.0028,24.0,16.0
3834.0,0.0127,0.0488,0.43,0.0028,23.0,16.0
2870.0,0.0114,0.0303,0.35,0.0029,17.0,9.0
1349.0,0.0135,0.0443,0.34,0.0026,21.0,13.0
2681.0,0.0137,0.0427,0.47,0.0029,34.0,21.0
2295.0,0.0171,0.0511,0.4,0.0027,23.0,14.0
2308.0,0.0153,0.0533,0.41,0.0026,30.0,21.0
2490.0,0.0203,0.0518,0.48,0.003,33.0,20.0
3437.0,0.0185,0.0498,0.4,0.0029,27.0,14.0
4603.0,0.0184,0.0534,0.4,0.0032,29.0,21.0
3157.0,0.022,0.0552,0.46,0.0026,33.0,20.0
102.0,0.0123,0.0396,0.41,0.0025,29.0,18.0
80.0,0.0104,0.0366,0.37,0.0026,18.0,12.0
172.0,0.0125,0.0335,0.36,0.0026,15.0,13.0
314.0,0.0126,0.0434,0.41,0.003,20.0,16.0
287.0,0.0133,0.04,0.34,0.0027,20.0,14.0
473.0,0.0131,0.042,0.36968151147098516,0.003,21.0,14.0
452.0,0.0101,0.0403,0.37,0.003,22.0,14.0
451.0,0.0178,0.0374,0.3,0.0023,21.0,15.0
344.0,0.01,0.0382,0.37,0.0027,20.0,12.0
244.0,0.0051,0.0369,0.34,0.0021,24.0,15.0
685.0,0.0055,0.043,0.29,0.0016,14.0,11.0
609.0,0.0084,0.0361,0.37,0.0027,21.0,14.0
370.0,0.0074,0.0216,0.46,0.0024,19.0,16.0
484.0,0.0101,0.034,0.39,0.0024,17.0,9.0
850.0,0.0137,0.0356,0.38,0.0028,18.0,12.0
917.0,0.0114,0.0329,0.38,0.0027,19.0,12.0
521.0,0.0121,0.0329,0.38,0.0027,19.0,12.0
194.0,0.0091,0.0332,0.28,0.0022,11.0,7.0
520.0,0.0113,0.0314,0.39,0.003,22.0,15.0
338.0,0.0127,0.0366,0.35,0.0025,17.0,10.0
348.0,0.011,0.0419,0.32,0.0026,21.0,15.0
716.0,0.0129,0.0396,0.37,0.0027,22.0,13.0
797.0,0.0132,0.0392,0.35,0.0029,18.0,9.0
913.0,0.0132,0.0432,0.33,0.0032,21.0,15.0
527.0,0.0131,0.0472,0.39,0.0025,23.0,16.0
1179.0,0.0105,0.0344,0.36,0.0024,22.0,15.0
1177.0,0.0156,0.0517,0.45,0.0029,29.0,20.0
1880.0,0.0202,0.0448,0.44,0.0025,27.0,21.0
2953.0,0.0215,0.0542,0.48,0.0031,35.0,26.0
3280.0,0.0188,0.0504,0.4,0.0029,34.0,24.0
3217.0,0.0163,0.0492,0.36968151147098516,0.003,34.0,22.0
3675.0,0.0134,0.0542,0.41,0.0031,40.0,22.0
4530.0,0.0178,0.0382,0.28,0.0022,34.0,19.0
2639.0,0.0142,0.0511,0.41,0.0027,28.0,17.0
2694.0,0.0081,0.0525,0.37,0.0022,33.0,22.0
5213.0,0.0082,0.0561,0.31,0.0016,22.0,16.0
4696.0,0.0116,0.0473,0.38,0.0027,29.0,20.0
3199.0,0.0104,0.0415,0.5,0.0024,27.0,21.0
3619.0,0.0123,0.0557,0.4,0.0025,25.0,13.0
4658.0,0.0174,0.0531,0.43,0.0027,30.0,20.0
6097.0,0.0162,0.0531,0.45,0.0025,31.0,22.0
4738.0,0.0174,0.0528,0.46,0.0026,31.0,21.0
2211.0,0.0129,0.0488,0.33,0.0021,25.0,16.0
4274.0,0.0133,0.046,0.45,0.0028,37.0,24.0
3718.0,0.0188,0.0544,0.42,0.0025,29.0,19.0
4457.0,0.0143,0.0567,0.38,0.0025,32.0,23.0
4059.0,0.0176,0.0557,0.44,0.0029,41.0,22.0
5397.0,0.0207,0.0502,0.4,0.0028,35.0,16.0
7481.0,0.0189,0.0503,0.39,0.003,35.0,24.0
5208.0,0.0194,0.0549,0.43,0.0025,39.0,24.0
774.0,0.0124,0.0172,0.39,0.0024,27.0,16.0
820.0,0.0177,0.0365,0.46,0.003,30.0,21.0
1304.0,0.0221,0.038,0.46,0.0027,37.0,34.0
1972.0,0.017,0.042,0.44,0.0032,31.0,25.0
2143.0,0.0169,0.0464,0.42,0.0029,45.0,35.0
2280.0,0.0172,0.0387,0.36968151147098516,0.003,35.0,25.0
2576.0,0.0152,0.0396,0.42,0.0031,37.0,25.0
3143.0,0.0214,0.0358,0.28,0.0024,34.0,25.0
1770.0,0.0175,0.0345,0.45,0.0028,28.0,20.0
1698.0,0.013,0.0356,0.4,0.0024,33.0,23.0
3429.0,0.0126,0.0394,0.39,0.0017,35.0,27.0
3168.0,0.0132,0.0299,0.41,0.0026,32.0,23.0
2155.0,0.0121,0.0305,0.6,0.0024,36.0,28.0
2489.0,0.0118,0.0398,0.43,0.0024,26.0,18.0
3111.0,0.015,0.0411,0.41,0.0029,29.0,23.0
4000.0,0.0148,0.0331,0.44,0.0026,32.0,24.0
3088.0,0.016,0.0362,0.45,0.0026,30.0,23.0
1463.0,0.0106,0.0347,0.31,0.0021,24.0,19.0
2816.0,0.0129,0.0318,0.43,0.003,32.0,23.0
2491.0,0.0182,0.0363,0.42,0.0026,31.0,22.0
2850.0,0.0121,0.0398,0.34,0.0025,31.0,23.0
2827.0,0.0141,0.0391,0.42,0.003,34.0,23.0
3735.0,0.0173,0.039,0.38,0.0028,31.0,19.0
5031.0,0.0178,0.0342,0.39,0.003,33.0,26.0
3528.0,0.0186,0.0395,0.41,0.0026,36.0,24.0
807.0,0.007,0.0189,0.25,0.0025,14.0,7.0
751.0,0.011,0.0554,0.47,0.0028,24.0,13.0
1343.0,0.0123,0.0452,0.37,0.0023,16.0,9.0
1957.0,0.0116,0.0635,0.44,0.003,26.0,17.0
2295.0,0.0119,0.056,0.38,0.0024,26.0,16.0
2350.0,0.0113,0.0565,0.36968151147098516,0.003,25.0,14.0
2449.0,0.0086,0.0492,0.37,0.0028,22.0,8.0
3036.0,0.0175,0.042,0.24,0.0022,19.0,9.0
1785.0,0.0099,0.0542,0.39,0.0027,22.0,15.0
1827.0,0.0068,0.0568,0.4,0.0023,26.0,16.0
3436.0,0.0062,0.0615,0.36,0.0023,21.0,14.0
3214.0,0.0095,0.0561,0.41,0.0024,24.0,15.0
2125.0,0.007,0.035,0.5,0.002,27.0,13.0
2426.0,0.0094,0.0602,0.39,0.0025,23.0,12.0
3098.0,0.0097,0.0634,0.38,0.0027,27.0,14.0
4243.0,0.0075,0.046,0.4,0.0023,23.0,10.0
3215.0,0.0091,0.0596,0.43,0.0025,27.0,15.0
1582.0,0.007,0.05,0.32,0.0021,21.0,11.0
2856.0,0.0047,0.0373,0.34,0.0028,11.0,9.0
2518.0,0.0101,0.0589,0.41,0.0024,27.0,13.0
2911.0,0.0074,0.0591,0.35,0.0024,26.0,15.0
2900.0,0.0098,0.059,0.43,0.0027,40.0,16.0
3852.0,0.0138,0.0529,0.38,0.0028,30.0,12.0
4892.0,0.0104,0.0553,0.39,0.0029,31.0,16.0
3633.0,0.0097,0.0614,0.41,0.0023,27.0,14.0
887.0,0.0086,0.0475,0.37,0.0025,25.0,14.0
816.0,0.0148,0.0723,0.57,0.0033,44.0,24.0
1344.0,0.0218,0.0613,0.56,0.0029,39.0,27.0
2280.0,0.0136,0.0772,0.55,0.0033,47.0,30.0
2317.0,0.0147,0.0711,0.49,0.003,44.0,26.0
2352.0,0.0133,0.0632,0.44,0.0031,44.0,25.0
2814.0,0.0122,0.0729,0.54,0.0034,49.0,27.0
3362.0,0.016,0.0689,0.47,0.0029,44.0,28.0
1979.0,0.015,0.0653,0.51,0.0031,45.0,27.0
2045.0,0.0099,0.0768,0.53,0.0026,49.0,28.0
3731.0,0.0095,0.0759,0.5,0.0028,44.0,28.0
3477.0,0.0135,0.0719,0.54,0.0026,47.0,28.0
2404.0,0.0119,0.0597,0.68,0.0033,50.0,32.0
2714.0,0.0106,0.0762,0.51,0.003,45.0,28.0
3586.0,0.0123,0.0817,0.5,0.0032,43.0,26.0
4543.0,0.0109,0.0738,0.56,0.0029,45.0,27.0
3475.0,0.0108,0.0756,0.58,0.0029,47.0,27.0
1633.0,0.009,0.0627,0.42,0.0027,42.0,22.0
3097.0,0.0113,0.0639,0.54,0.0032,47.0,27.0
2707.0,0.0132,0.0741,0.53,0.0029,42.0,23.0
3291.0,0.0115,0.0643,0.49,0.0028,44.0,26.0
3077.0,0.0122,0.0752,0.56,0.0037,49.0,26.0
4038.0,0.0133,0.0665,0.47,0.0031,55.0,23.0
5480.0,0.013,0.0709,0.49,0.0031,46.0,27.0
3912.0,0.0137,0.0737,0.5,0.0026,47.0,26.0
979.0,0.0108,0.0624,0.45,0.0027,42.0,23.0
955.0,0.0185,0.0521,0.51,0.0034,39.0,18.0
1660.0,0.0218,0.0463,0.54,0.0029,35.0,21.0
2434.0,0.0248,0.05,0.52,0.0037,44.0,24.0
2731.0,0.0193,0.0477,0.41,0.003,41.0,21.0
2749.0,0.0165,0.0455,0.34,0.0028,41.0,19.0
2976.0,0.0159,0.0525,0.45,0.0033,49.0,19.0
3836.0,0.0157,0.0494,0.37,0.0026,39.0,22.0
2104.0,0.0175,0.0459,0.42,0.003,36.0,19.0
2226.0,0.0107,0.0582,0.45,0.0025,44.0,20.0
4206.0,0.0107,0.0556,0.41,0.0028,37.0,21.0
3837.0,0.0134,0.0512,0.43,0.0023,42.0,21.0
2629.0,0.0109,0.0459,0.59,0.0032,38.0,23.0
3081.0,0.0138,0.0556,0.4,0.003,36.0,18.0
3904.0,0.0167,0.0593,0.45,0.0034,38.0,21.0
4977.0,0.0134,0.0584,0.49,0.0031,40.0,20.0
3879.0,0.0146,0.0595,0.51,0.0032,41.0,20.0
1756.0,0.0109,0.0482,0.36,0.0026,35.0,16.0
3465.0,0.0133,0.0463,0.47,0.0032,42.0,21.0
3230.0,0.0199,0.0524,0.51,0.0034,42.0,22.0
3630.0,0.015,0.0515,0.4,0.0029,39.0,19.0
3360.0,0.0171,0.0526,0.49,0.0037,45.0,20.0
4678.0,0.0206,0.0461,0.42,0.003,46.0,18.0
6377.0,0.0218,0.045,0.44,0.0032,41.0,21.0
4433.0,0.0231,0.0461,0.45,0.0026,44.0,19.0
716.0,0.0136,0.0426,0.38,0.0025,39.0,17.0
728.0,0.0113,0.0446,0.37,0.0029,10.0,5.0
1201.0,0.0166,0.0377,0.36,0.0025,10.0,6.0
1992.0,0.0138,0.0454,0.37,0.0032,12.0,9.0
2161.0,0.0107,0.044,0.3,0.0024,12.0,7.0
2165.0,0.0106,0.04,0.26,0.0026,13.0,6.0
2487.0,0.0092,0.0427,0.35,0.003,14.0,7.0
2932.0,0.0122,0.0411,0.31,0.0022,13.0,7.0
1593.0,0.0125,0.0402,0.35,0.0027,11.0,7.0
1752.0,0.009,0.0446,0.35,0.0023,15.0,7.0
3386.0,0.0078,0.0447,0.32,0.0026,10.0,7.0
3031.0,0.0089,0.0447,0.33,0.002,13.0,7.0
2139.0,0.0083,0.0392,0.36968151147098516,0.003,13.0,9.0
2353.0,0.0097,0.0468,0.31,0.0025,9.0,6.0
3241.0,0.0117,0.0478,0.34,0.0027,12.0,6.0
4063.0,0.0106,0.044,0.36,0.0026,11.0,6.0
3212.0,0.0119,0.0455,0.4,0.0028,10.0,5.0
1477.0,0.0072,0.039,0.26,0.0021,5.0,2.0
2857.0,0.0083,0.0364,0.36,0.0028,12.0,7.0
2554.0,0.0128,0.0433,0.35,0.0026,15.0,5.0
2752.0,0.0094,0.0426,0.28,0.0024,11.0,6.0
2880.0,0.0104,0.0393,0.34,0.0028,13.0,2.0
3689.0,0.0108,0.0418,0.31,0.0028,11.0,3.0
5072.0,0.0125,0.0398,0.3,0.0029,12.0,8.0
3528.0,0.0128,0.043,0.34,0.0024,14.0,7.0
97.0,0.0071,0.0379,0.28,0.0023,11.0,6.0
105.0,0.0103,0.0446,0.36,0.0026,13.0,7.0
189.0,0.0145,0.0396,0.36,0.0023,12.0,9.0
275.0,0.0124,0.0448,0.38,0.0027,16.0,11.0
344.0,0.0094,0.0446,0.3,0.0023,15.0,8.0
548.0,0.01,0.039,0.25,0.0025,15.0,8.0
334.0,0.0103,0.0415,0.36,0.0027,17.0,9.0
425.0,0.0118,0.0412,0.28,0.0023,19.0,9.0
235.0,0.011,0.0406,0.37,0.0026,10.0,7.0
263.0,0.0088,0.0426,0.34,0.0021,18.0,9.0
510.0,0.0058,0.0361,0.33,0.0024,15.0,11.0
537.0,0.0086,0.0438,0.34,0.0019,15.0,8.0
329.0,0.0059,0.0341,0.5,0.003,17.0,12.0
492.0,0.0074,0.0471,0.32,0.0024,13.0,7.0
761.0,0.0107,0.0499,0.35,0.0026,17.0,11.0
932.0,0.0098,0.0452,0.39,0.0023,16.0,12.0
