C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ORG_ID,C1_OBJ_NM_ENG,lcName
소재지(시군구)별,3371075153,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3376013136,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3377274307,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3378712218,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3385441488,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3386898994,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3370827754,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,992883080,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,994892241,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1009506443,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1012011361,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1016937071,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1022102313,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1022114847,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1022563285,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1027198470,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1027228237,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1028778399,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1028522877,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1029687366,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1030004376,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1030008274,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,1004738631,15315HJG009,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Gangwon-do,강원특별자치도,㎡,101,By Administrative District,강원
소재지(시군구)별,702865994,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,701215254,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,713444373,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,720428687,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,721366215,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,722209388,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,723468372,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,724529846,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,729047038,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,731347938,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,731003419,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,735737985,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,736252276,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,737094363,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,738111394,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,745234827,15315HJG010,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Chungcheongbuk-do,충청북도,㎡,101,By Administrative District,충북
소재지(시군구)별,1054730425,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,1068364000,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,1041038260,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,1049638536,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,911353829,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,901032944,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,900758143,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,903409823,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,905131392,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,903897573,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,904905818,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,908086503,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,909043093,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,912069919,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,919129887,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,921188502,15315HJG011,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Chungcheongnam-do,충청남도,㎡,101,By Administrative District,충남
소재지(시군구)별,887576860,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,889423249,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,891125281,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,889988898,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,893563431,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,885617959,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,885675046,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,885497687,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,885721699,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,886474119,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,886474119,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,886379912,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,885633881,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,885638790,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,884641960,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,884488242,15315HJG012,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Jeollabuk-do,전북특별자치도,㎡,101,By Administrative District,전북
소재지(시군구)별,1670113161,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1738382586,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1747196695,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1725763011,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1729390899,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1730720686,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1727641644,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1728970750,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1697909454,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1698905643,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1718429832,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1718458198,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1719363436,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1720423117,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1720488398,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1655892649,15315HJG013,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Jeollanam-do,전라남도,㎡,101,By Administrative District,전남
소재지(시군구)별,1773005400,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1768211310,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1831356118,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1834757408,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1842786082,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1847438673,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1849864949,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1850243160,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1855416781,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1856748798,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1866786485,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1879985260,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1879972483,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1879078335,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1877732907,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1870996639,15315HJG014,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Gyeongsangbuk-do,경상북도,㎡,101,By Administrative District,경북
소재지(시군구)별,1956889974,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1963756963,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1877455242,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1879998259,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1887860832,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1893863908,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1892833064,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1896271107,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1889759767,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,1892605781,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,2007719820,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,2008568781,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,2004845346,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,2007710621,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,2007539323,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,2009783733,15315HJG015,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Gyeongsangnam-do,경상남도,㎡,101,By Administrative District,경남
소재지(시군구)별,407330822,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,407552750,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,453171778,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,470411358,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,470628248,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
소재지(시군구)별,470628248,15315HJG016,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Jeju-do,제주특별자치도,㎡,101,By Administrative District,제주
